일자,0-9세,10-19세,20-29세,30-39세,40-49세,50-59세,60-69세,70-79세,80세이상,남성(명),여성(명),계(명),사망(명),추정사망(명)
2021-02-18,37,30,82,127,78,124,96,28,19,320,301,621,6,0
2021-02-19,35,38,91,84,79,93,72,33,36,267,294,561,6,0
2021-02-20,35,28,59,74,69,69,68,27,19,238,210,448,3,2
2021-02-21,23,31,63,66,44,65,65,37,22,202,214,416,4,1
2021-02-22,22,30,57,48,28,54,55,23,15,161,171,332,5,0
2021-02-23,20,22,57,58,47,63,55,18,16,191,165,356,11,0
2021-02-24,21,30,71,70,65,70,62,34,17,208,232,440,3,1
2021-02-25,23,31,62,68,67,68,46,19,11,200,195,395,5,1
2021-02-26,13,27,55,66,54,76,62,22,12,195,192,387,4,0
2021-02-27,22,31,68,71,62,71,53,25,12,210,205,415,10,1
2021-02-28,13,29,48,43,55,78,51,25,13,182,173,355,8,0
2021-03-01,31,30,43,58,45,65,54,16,13,184,171,355,2,0
2021-03-02,30,29,49,59,52,56,39,19,11,172,172,344,1,0
2021-03-03,47,42,57,69,81,64,51,21,12,259,185,444,6,2
2021-03-04,12,44,66,79,73,73,46,20,11,230,194,424,7,1
2021-03-05,12,25,61,59,73,75,54,25,14,212,186,398,8,2
2021-03-06,21,28,85,64,65,65,58,23,9,227,191,418,5,2
2021-03-07,18,31,77,65,53,66,53,37,16,218,198,416,2,2
2021-03-08,19,33,51,57,48,67,42,24,5,197,149,346,8,1
2021-03-09,28,23,55,68,83,73,76,31,9,229,217,446,3,3
2021-03-10,26,39,57,95,69,69,63,30,22,253,217,470,3,2
2021-03-11,28,43,53,78,75,66,81,27,14,233,232,465,4,2
2021-03-12,32,38,69,75,67,74,75,43,15,251,237,488,10,2
2021-03-13,19,27,49,73,75,105,85,35,22,234,256,490,5,0
2021-03-14,15,26,70,85,74,82,64,26,17,237,222,459,2,1
2021-03-15,19,24,57,65,53,81,55,19,6,213,166,379,6,0
2021-03-16,20,21,35,59,49,89,59,23,8,186,177,363,3,0
2021-03-17,18,30,68,71,85,89,73,29,6,242,227,469,8,2
2021-03-18,22,25,68,75,82,78,64,18,13,244,201,445,2,2
2021-03-19,26,30,46,74,75,88,80,28,16,230,233,463,2,1
2021-03-20,21,25,83,66,71,79,78,16,8,239,208,447,3,1
2021-03-21,21,22,71,69,72,71,84,35,11,246,210,456,3,3
2021-03-22,23,21,59,81,67,76,58,24,6,208,207,415,1,1
2021-03-23,24,26,51,45,53,49,52,38,8,156,190,346,7,2
2021-03-24,25,39,68,77,66,62,56,25,10,229,199,428,3,2
2021-03-25,21,32,70,73,68,87,53,18,8,226,204,430,2,0
2021-03-26,48,29,73,74,84,77,69,26,9,238,251,489,7,1
2021-03-27,28,48,62,75,78,86,81,37,10,245,260,505,5,1
2021-03-28,28,40,81,62,63,66,77,35,30,253,229,482,1,2
2021-03-29,13,32,53,44,67,81,59,24,9,198,184,382,4,1
2021-03-30,20,39,67,64,84,78,60,26,9,240,207,447,3,2
2021-03-31,34,38,68,73,101,81,65,27,19,239,267,506,2,2
2021-04-01,38,48,91,71,81,97,81,27,17,281,270,551,4,1
2021-04-02,22,36,91,91,85,94,69,47,22,294,263,557,2,2
2021-04-03,25,43,78,76,97,88,93,29,14,274,269,543,3,2
2021-04-04,21,40,81,87,80,95,102,28,9,246,297,543,4,0
2021-04-05,17,42,61,50,73,84,93,37,16,227,246,473,4,2
2021-04-06,29,38,57,52,82,108,66,35,10,231,246,477,4,0
2021-04-07,28,74,90,88,114,130,98,35,11,334,334,668,4,1
2021-04-08,35,73,94,116,110,125,87,48,12,342,358,700,2,1
2021-04-09,37,50,95,84,125,132,99,37,12,331,340,671,6,1
2021-04-10,34,70,88,76,126,116,96,41,30,336,341,677,1,2
2021-04-11,34,58,86,80,90,113,92,45,16,339,275,614,3,2
2021-04-12,28,41,71,79,94,126,95,32,21,300,287,587,2,0
2021-04-13,26,44,65,69,80,131,72,37,18,281,261,542,5,0
2021-04-14,32,50,111,112,114,148,107,31,26,379,352,731,7,0
2021-04-15,25,44,108,104,118,145,85,47,22,353,345,698,6,1
2021-04-16,35,52,87,88,110,140,105,40,16,323,350,673,2,0
2021-04-17,20,44,94,87,109,139,94,46,25,327,331,658,4,1
2021-04-18,30,53,103,93,109,102,113,47,21,344,327,671,3,4
2021-04-19,35,36,61,70,78,113,87,40,12,278,254,532,4,1
2021-04-20,21,62,59,72,111,101,76,34,13,295,254,549,1,3
2021-04-21,39,71,114,101,128,130,94,35,19,366,365,731,4,1
2021-04-22,29,58,96,102,132,154,107,39,18,386,349,735,2,1
2021-04-23,53,55,112,112,119,141,94,56,55,393,404,797,3,1
2021-04-24,32,76,155,104,112,143,99,45,19,405,380,785,1,1
2021-04-25,27,58,110,94,93,113,84,47,18,323,321,644,1,1
2021-04-26,24,31,91,56,77,94,81,29,16,253,246,499,4,1
2021-04-27,26,36,82,72,79,101,80,27,9,270,242,512,3,1
2021-04-28,31,45,106,110,120,137,133,68,19,376,393,769,1,3
2021-04-29,50,48,94,100,106,111,113,37,20,327,352,679,4,1
2021-04-30,30,44,104,100,109,103,96,40,35,353,308,661,3,3
2021-05-01,30,48,75,93,110,120,90,39,22,314,313,627,3,1
2021-05-02,23,44,74,99,91,126,89,34,26,310,296,606,2,0
2021-05-03,32,33,60,75,87,94,60,33,14,236,252,488,1,1
2021-05-04,26,47,82,92,83,92,75,23,21,273,268,541,6,0
2021-05-05,32,57,98,106,116,116,102,35,14,368,308,676,7,3
2021-05-06,34,38,86,82,104,112,71,33,14,295,279,574,4,1
2021-05-07,32,52,76,69,70,106,79,30,11,258,267,525,9,0
2021-05-08,29,58,113,111,112,125,104,34,15,339,362,701,5,1
2021-05-09,40,49,78,82,72,108,76,38,21,293,271,564,9,0
2021-05-10,16,53,71,64,72,69,75,35,8,236,227,463,1,2
2021-05-11,18,41,91,80,101,79,63,28,9,253,257,510,4,2
2021-05-12,38,39,90,88,113,120,87,44,15,325,309,634,5,2
2021-05-13,35,64,94,113,127,133,95,38,16,373,342,715,7,2
2021-05-14,32,60,101,112,133,119,118,41,31,367,380,747,2,3
2021-05-15,35,61,96,109,111,131,84,42,12,360,321,681,3,1
2021-05-16,46,43,90,82,94,115,83,42,15,312,298,610,4,1
2021-05-17,29,53,115,90,97,106,80,37,12,336,283,619,3,2
2021-05-18,31,50,90,83,81,86,75,25,7,283,245,528,1,1
2021-05-19,30,56,102,100,105,122,95,33,11,356,298,654,8,2
2021-05-20,31,71,102,103,124,96,75,33,11,308,338,646,4,2
2021-05-21,46,47,82,87,100,88,81,25,5,310,251,561,6,3
2021-05-22,27,48,131,112,113,101,85,37,12,345,321,666,4,3
2021-05-23,24,43,98,97,98,101,82,29,13,307,278,585,5,2
2021-05-24,34,39,73,93,92,95,75,25,4,286,244,530,3,1
2021-05-25,18,34,83,94,92,93,74,24,4,289,227,516,4,2
2021-05-26,44,49,104,119,127,128,91,29,14,357,348,705,2,1
2021-05-27,26,26,131,93,100,122,83,32,16,326,303,629,3,1
2021-05-28,12,50,117,90,115,87,77,24,15,319,268,587,3,3
2021-05-29,31,47,103,77,94,98,63,17,3,271,262,533,5,0
2021-05-30,16,43,90,74,71,89,68,23,6,249,231,480,6,0
2021-05-31,14,26,89,68,65,76,60,23,9,202,228,430,2,0
2021-06-01,25,65,69,71,68,79,59,18,5,270,189,459,4,1
2021-06-02,28,43,101,119,133,148,70,27,8,351,326,677,2,0
2021-06-03,30,57,115,111,121,130,78,30,9,337,344,681,3,0
2021-06-04,43,52,115,124,129,116,85,16,15,381,314,695,1,2
2021-06-05,40,60,125,116,119,137,103,33,11,395,349,744,2,1
2021-06-06,25,47,112,74,113,92,60,28,5,297,259,556,2,3
2021-06-07,25,31,90,81,84,83,68,17,6,267,218,485,1,2
2021-06-08,25,34,80,79,83,84,53,10,6,256,198,454,1,1
2021-06-09,33,34,99,99,144,110,56,23,4,324,278,602,2,3
2021-06-10,35,31,109,107,131,103,69,19,6,322,288,610,2,2
2021-06-11,25,42,113,99,95,102,58,13,9,301,255,556,2,0
2021-06-12,41,47,94,98,114,82,67,16,6,296,269,565,1,2
2021-06-13,24,31,69,69,75,82,72,23,7,245,207,452,3,1
2021-06-14,15,32,68,73,77,74,40,17,3,211,188,399,3,1
2021-06-15,22,24,59,65,73,81,32,11,6,192,181,373,4,0
2021-06-16,47,52,101,86,109,75,55,14,6,261,284,545,1,1
2021-06-17,26,37,91,94,93,100,74,22,3,281,259,540,1,1
2021-06-18,29,38,97,86,94,80,70,10,3,273,234,507,2,2
2021-06-19,31,44,88,65,84,91,57,21,1,248,234,482,1,0
2021-06-20,20,26,79,75,74,80,58,11,6,218,211,429,5,0
2021-06-21,21,39,50,48,74,70,39,13,3,179,178,357,2,0
2021-06-22,18,38,61,68,76,87,32,10,4,210,184,394,2,0
2021-06-23,39,67,121,97,119,121,58,17,6,356,289,645,1,1
2021-06-24,33,50,120,104,125,94,62,21,1,340,270,610,1,3
2021-06-25,61,65,127,99,104,101,55,14,8,372,262,634,1,1
2021-06-26,49,58,130,133,105,125,52,13,3,363,305,668,3,0
2021-06-27,52,45,133,102,119,94,59,7,3,334,280,614,1,1
2021-06-28,36,33,112,82,88,85,48,13,4,281,220,501,2,1
2021-06-29,27,66,139,115,96,94,40,13,5,320,275,595,2,0
2021-06-30,34,58,195,141,168,138,42,15,3,405,389,794,1,1
2021-07-01,35,78,170,156,138,114,51,14,5,434,327,761,3,2
2021-07-02,48,74,204,135,158,144,52,8,2,448,377,825,3,0
2021-07-03,48,99,211,138,143,100,46,9,0,413,381,794,1,1
2021-07-04,27,79,171,111,159,122,57,10,7,402,341,743,1,2
2021-07-05,43,72,159,129,133,129,33,4,9,360,351,711,2,0
2021-07-06,42,74,171,128,148,124,38,14,7,386,360,746,4,0
2021-07-07,33,121,335,214,226,194,62,20,6,629,582,1211,1,1
2021-07-08,57,119,352,227,219,214,62,21,4,697,578,1275,1,0
2021-07-09,66,133,323,238,235,222,77,15,7,695,621,1316,2,0
2021-07-10,53,147,320,230,257,244,79,27,21,704,674,1378,2,0
2021-07-11,58,128,323,243,234,240,69,24,5,748,576,1324,5,0
2021-07-12,65,108,275,169,188,220,50,18,7,579,521,1100,1,0
2021-07-13,87,105,293,209,207,174,57,15,3,620,530,1150,2,1
2021-07-14,78,179,427,306,278,243,74,21,7,890,723,1613,2,1
2021-07-15,104,154,388,303,292,238,89,19,12,869,730,1599,2,2
2021-07-16,80,135,379,300,268,242,109,14,8,829,706,1535,1,1
2021-07-17,76,137,376,217,244,262,103,24,10,775,674,1449,4,0
2021-07-18,88,146,351,238,247,256,92,29,6,793,660,1453,2,0
2021-07-19,121,132,288,198,203,204,75,21,9,668,583,1251,1,0
2021-07-20,96,130,271,208,243,217,84,21,8,660,618,1278,1,0
2021-07-21,123,212,403,292,321,287,103,30,10,950,831,1781,1,0
2021-07-22,119,177,503,303,330,286,87,27,9,1058,783,1841,3,4
2021-07-23,111,164,376,286,271,259,118,32,12,874,755,1629,3,1
2021-07-24,104,160,397,244,273,282,110,42,15,864,763,1627,2,0
2021-07-25,79,210,327,255,244,211,113,35,13,802,685,1487,5,2
2021-07-26,84,150,279,228,217,224,103,27,6,711,607,1318,4,0
2021-07-27,106,151,325,204,239,217,96,18,7,742,621,1363,2,1
2021-07-28,127,215,394,306,325,333,135,41,19,950,945,1895,4,0
2021-07-29,124,186,399,240,295,264,115,36,14,845,828,1673,2,0
2021-07-30,101,182,352,271,309,306,120,49,20,895,815,1710,4,0
2021-07-31,96,178,349,241,264,239,132,28,11,796,742,1538,6,1
2021-08-01,95,174,312,213,238,245,115,36,14,731,711,1442,3,0
2021-08-02,85,156,255,180,219,195,78,32,18,588,630,1218,1,0
2021-08-03,98,137,235,185,198,205,101,31,10,598,602,1200,5,0
2021-08-04,97,189,400,282,280,300,127,39,11,903,822,1725,2,0
2021-08-05,96,204,421,262,290,293,147,46,16,944,831,1775,3,1
2021-08-06,128,194,362,276,255,285,149,51,4,912,792,1704,4,0
2021-08-07,123,170,395,271,277,315,166,55,51,941,882,1823,3,0
2021-08-08,117,170,382,304,249,281,158,48,18,911,816,1727,5,0
2021-08-09,102,163,346,238,215,242,128,36,21,755,736,1491,4,0
2021-08-10,102,196,332,239,258,234,124,31,21,781,756,1537,9,0
2021-08-11,126,212,560,383,342,356,166,54,22,1103,1118,2221,1,0
2021-08-12,122,225,492,331,279,319,144,52,23,1064,923,1987,3,0
2021-08-13,121,212,468,320,299,305,178,48,38,1092,897,1989,6,2
2021-08-14,102,207,468,339,276,319,149,46,22,1060,868,1928,4,0
2021-08-15,117,206,433,276,276,309,135,37,27,968,848,1816,8,0
2021-08-16,102,182,364,259,221,230,120,44,32,836,718,1554,11,1
2021-08-17,102,132,319,240,226,220,86,38,9,711,661,1372,6,0
2021-08-18,117,200,429,283,296,269,160,27,22,1009,794,1803,5,3
2021-08-19,139,203,515,393,349,307,168,59,19,1220,932,2152,13,6
2021-08-20,155,184,454,359,337,321,151,61,28,1145,905,2050,6,4
2021-08-21,107,188,408,332,296,271,184,64,26,1041,835,1876,5,5
2021-08-22,102,153,375,298,264,244,132,42,16,851,775,1626,13,1
2021-08-23,81,144,320,234,264,221,110,32,11,781,636,1417,7,3
2021-08-24,116,145,347,271,261,202,114,40,11,824,683,1507,6,4
2021-08-25,140,224,511,357,355,294,190,61,22,1197,957,2154,9,7
2021-08-26,119,177,439,339,301,278,150,66,13,1083,799,1882,20,6
2021-08-27,126,173,427,336,289,269,159,40,18,1000,837,1837,8,2
2021-08-28,114,194,434,309,259,263,146,47,25,923,868,1791,11,0
2021-08-29,96,144,395,296,236,228,164,41,19,881,738,1619,3,3
2021-08-30,102,121,327,303,228,212,130,33,29,828,657,1485,5,3
2021-08-31,75,162,312,217,222,206,135,27,13,750,619,1369,1,2
2021-09-01,128,192,444,366,335,297,194,56,12,1116,908,2024,7,5
2021-09-02,154,176,472,363,304,271,156,45,18,1091,868,1959,11,4
2021-09-03,94,153,379,321,312,238,151,41,19,964,744,1708,5,7
2021-09-04,113,184,414,336,306,237,146,53,14,1035,768,1803,7,7
2021-09-05,114,154,322,264,264,179,132,45,16,799,691,1490,6,6
2021-09-06,107,147,275,244,243,206,108,32,13,760,615,1375,6,3
2021-09-07,111,173,348,275,299,226,123,31,11,908,689,1597,3,5
2021-09-08,110,219,455,399,380,273,147,47,18,1145,903,2048,4,7
2021-09-09,138,233,439,356,367,276,181,45,14,1122,927,2049,9,6
2021-09-10,111,195,427,349,318,253,148,49,42,1067,825,1892,5,6
2021-09-11,145,191,416,353,307,227,140,68,17,1020,844,1864,10,7
2021-09-12,129,219,369,352,290,178,141,46,31,978,777,1755,1,8
2021-09-13,106,135,295,271,257,177,134,36,22,821,612,1433,1,7
2021-09-14,104,148,348,284,253,195,103,38,22,866,629,1495,7,6
2021-09-15,121,209,435,461,374,235,147,60,36,1155,923,2078,13,10
2021-09-16,144,210,405,405,344,193,155,55,31,1057,885,1942,6,9
2021-09-17,144,214,447,369,345,227,186,60,16,1136,872,2008,3,10
2021-09-18,146,217,405,390,372,270,179,73,35,1154,933,2087,5,9
2021-09-19,124,173,402,327,366,240,183,68,26,1046,863,1909,10,10
2021-09-20,99,156,329,295,298,191,139,63,33,896,707,1603,5,9
2021-09-21,110,160,358,305,325,214,160,69,28,974,755,1729,4,10
2021-09-22,103,172,336,305,319,201,174,91,19,940,780,1720,6,12
2021-09-23,99,141,401,317,306,199,159,68,25,988,727,1715,8,11
2021-09-24,119,222,547,445,447,322,211,81,35,1387,1042,2429,7,13
2021-09-25,205,299,809,658,510,339,268,120,60,1853,1415,3268,7,17
2021-09-26,168,250,732,536,408,302,223,89,60,1591,1177,2768,9,13
2021-09-27,166,221,625,450,363,246,173,83,54,1320,1061,2381,6,11
2021-09-28,152,240,568,430,344,222,183,95,53,1304,983,2287,8,13
2021-09-29,145,286,747,556,442,307,219,123,56,1680,1201,2881,10,17
2021-09-30,165,275,611,486,359,282,220,93,70,1478,1083,2561,7,11
2021-10-01,160,289,590,442,363,278,216,87,58,1476,1007,2483,16,13
2021-10-02,166,242,518,398,374,220,191,101,37,1345,902,2247,7,17
2021-10-03,128,220,474,393,334,223,177,83,53,1232,853,2085,3,13
2021-10-04,112,187,384,275,275,189,158,57,33,1022,648,1670,6,11
2021-10-05,84,182,302,309,262,178,141,68,48,983,591,1574,11,12
2021-10-06,115,223,426,392,328,250,176,77,40,1252,775,2027,12,13
2021-10-07,192,266,448,434,389,281,259,105,51,1400,1025,2425,8,14
2021-10-08,168,228,444,382,302,254,240,94,59,1279,892,2171,10,11
2021-10-09,140,227,347,318,334,218,242,81,46,1130,823,1953,6,13
2021-10-10,131,162,324,302,237,187,147,70,34,945,649,1594,15,9
2021-10-11,90,161,242,224,211,151,122,64,32,743,554,1297,8,8
2021-10-12,104,188,239,251,223,140,121,43,37,802,544,1346,11,8
2021-10-13,120,198,289,272,256,176,159,77,36,905,678,1583,11,10
2021-10-14,155,246,292,335,281,203,228,128,71,1107,832,1939,13,13
2021-10-15,159,203,276,288,243,175,204,85,50,943,740,1683,8,9
2021-10-16,125,185,255,273,243,203,181,77,75,883,734,1617,18,6
2021-10-17,102,158,236,234,197,158,190,96,49,812,608,1420,16,10
2021-10-18,100,109,154,173,163,141,112,59,38,584,465,1049,8,5
2021-10-19,88,166,147,169,159,125,126,50,43,573,500,1073,21,4
2021-10-20,108,250,226,266,244,145,194,76,62,887,684,1571,9,10
2021-10-21,127,201,206,257,196,162,172,75,45,809,632,1441,11,6
2021-10-22,116,209,194,252,215,141,184,74,52,805,632,1437,16,9
2021-10-23,136,222,205,253,194,149,191,84,74,833,675,1508,20,7
2021-10-24,118,226,197,226,216,133,193,73,40,807,615,1422,21,10
2021-10-25,103,201,126,180,170,134,158,74,44,627,563,1190,7,5
2021-10-26,110,208,167,204,171,114,156,71,64,672,593,1265,15,6
2021-10-27,169,335,249,295,273,177,266,123,65,1093,859,1952,9,13
2021-10-28,220,325,244,311,276,224,279,132,99,1182,928,2110,11,11
2021-10-29,207,302,297,319,260,221,282,149,87,1142,982,2124,9,10
2021-10-30,195,271,214,295,275,246,322,170,116,1159,945,2104,13,13
2021-10-31,159,266,256,288,275,226,333,145,113,1177,884,2061,19,15
2021-11-01,153,226,159,237,198,193,269,127,122,855,829,1684,9,6
2021-11-02,149,243,163,194,203,166,252,120,99,804,785,1589,16,8
2021-11-03,230,432,250,390,290,315,430,179,151,1424,1243,2667,18,9
2021-11-04,235,321,253,355,290,297,397,201,133,1282,1200,2482,24,11
2021-11-05,207,334,211,326,298,264,360,203,139,1231,1111,2342,20,13
2021-11-06,210,294,243,321,285,232,357,189,115,1196,1050,2246,20,15
2021-11-07,201,268,216,294,268,263,393,175,146,1189,1035,2224,11,12
2021-11-08,153,240,169,221,234,199,314,133,95,904,854,1758,13,10
2021-11-09,201,244,145,224,179,226,277,132,87,886,829,1715,18,4
2021-11-10,175,313,249,309,295,302,457,219,106,1310,1115,2425,14,16
2021-11-11,231,325,250,339,304,268,440,224,138,1275,1244,2519,21,15
2021-11-12,214,294,211,307,285,278,411,220,148,1218,1150,2368,18,13
2021-11-13,180,211,209,307,249,309,492,232,135,1185,1139,2324,32,13
2021-11-14,199,247,209,257,273,333,476,262,162,1259,1159,2418,20,15
2021-11-15,185,223,137,203,255,268,389,203,142,968,1037,2005,12,10
2021-11-16,210,252,166,249,271,290,332,199,155,1034,1090,2124,22,8
2021-11-17,254,405,277,372,363,390,625,333,168,1652,1535,3187,21,21
2021-11-18,231,398,294,384,383,410,629,357,206,1682,1610,3292,29,22
2021-11-19,220,334,280,349,347,395,616,319,173,1562,1471,3033,28,20
2021-11-20,278,380,256,347,411,422,597,331,182,1592,1612,3204,29,19
2021-11-21,307,292,262,372,348,406,619,306,208,1575,1545,3120,30,16
2021-11-22,263,328,270,362,318,348,526,270,141,1421,1405,2826,24,15
2021-11-23,289,286,237,341,326,339,520,236,123,1380,1317,2697,30,14
2021-11-24,299,390,363,530,487,565,873,409,199,2092,2023,4115,34,24
2021-11-25,293,407,350,504,470,538,831,353,191,2044,1893,3937,39,22
2021-11-26,318,391,373,458,466,542,767,364,216,1983,1912,3895,39,20
2021-11-27,340,441,375,449,510,538,809,406,199,2042,2025,4067,52,24
2021-11-28,348,393,336,451,417,461,778,438,303,1944,1981,3925,56,25
2021-11-29,335,307,286,370,359,417,663,366,204,1678,1629,3307,32,21
2021-11-30,307,309,252,394,351,369,620,258,172,1530,1502,3032,44,15
2021-12-01,416,522,467,604,584,722,980,524,303,2580,2542,5122,34,26
2021-12-02,425,553,520,625,600,677,1035,536,292,2689,2574,5263,47,32
2021-12-03,452,548,449,561,587,651,957,501,238,2458,2486,4944,34,27
2021-12-04,502,588,453,645,623,673,1061,535,272,2672,2680,5352,70,30
2021-12-05,483,556,444,582,580,655,1055,515,255,2538,2587,5125,43,28
2021-12-06,485,482,359,446,483,524,883,408,254,2125,2199,4324,41,22
2021-12-07,548,549,430,597,632,647,940,418,191,2599,2353,4952,64,27
2021-12-08,664,728,600,858,940,935,1505,665,278,3617,3556,7173,63,44
2021-12-09,683,728,682,884,899,906,1404,635,281,3552,3550,7102,57,39
2021-12-10,725,758,632,811,888,916,1403,615,272,3369,3651,7020,53,31
2021-12-11,730,708,604,850,861,929,1426,585,279,3439,3533,6972,80,31
2021-12-12,628,661,591,802,846,903,1375,596,281,3288,3395,6683,42,33
2021-12-13,614,546,513,674,782,794,1187,498,208,2982,2834,5816,40,33
2021-12-14,647,585,532,637,747,756,1035,425,201,2841,2724,5565,94,25
2021-12-15,852,744,762,984,1030,1091,1495,611,279,4018,3830,7848,70,36
2021-12-16,785,738,770,990,1045,1054,1505,527,205,3815,3804,7619,62,31
2021-12-17,889,703,764,947,1003,1003,1350,578,197,3674,3760,7434,73,31
2021-12-18,893,721,772,900,992,924,1400,525,183,3663,3647,7310,53,34
2021-12-19,785,631,647,783,855,840,1102,421,169,3185,3048,6233,78,24
2021-12-20,732,547,525,694,711,700,929,330,148,2685,2631,5316,54,17
2021-12-21,699,567,495,685,756,716,873,290,113,2612,2582,5194,52,14
2021-12-22,878,804,788,1044,1033,1006,1265,438,198,3741,3713,7454,78,22
2021-12-23,828,752,709,941,993,924,1161,403,203,3492,3422,6914,109,22
2021-12-24,761,721,679,856,898,800,1012,349,157,3111,3122,6233,56,19
2021-12-25,760,660,674,765,812,826,883,322,137,2924,2915,5839,105,11
2021-12-26,717,623,561,732,772,732,847,278,153,2758,2657,5415,69,13
2021-12-27,640,485,452,597,619,546,586,193,86,2165,2039,4204,55,9
2021-12-28,589,461,423,553,591,480,526,159,82,1908,1956,3864,46,7
2021-12-29,615,646,648,807,802,718,755,263,153,2655,2752,5407,36,9
2021-12-30,681,560,662,710,738,684,654,234,111,2503,2531,5034,73,7
2021-12-31,687,613,584,698,725,625,623,209,108,2475,2397,4872,108,9
2022-01-01,678,472,505,648,664,593,563,186,105,2161,2253,4414,62,4
2022-01-02,520,465,480,581,595,497,458,156,78,1899,1931,3830,69,5
2022-01-03,488,388,388,475,492,362,347,123,61,1591,1533,3124,36,7
2022-01-04,416,356,422,475,458,393,339,98,65,1562,1460,3022,51,4
2022-01-05,522,554,578,754,756,560,439,169,109,2240,2201,4441,57,9
2022-01-06,555,505,613,632,686,506,407,130,89,2089,2034,4123,49,7
2022-01-07,443,454,571,610,604,481,352,111,85,1884,1827,3711,45,4
2022-01-08,408,408,569,554,524,493,366,132,49,1783,1720,3503,54,3
2022-01-09,423,455,528,527,522,416,323,110,66,1712,1658,3370,51,4
2022-01-10,396,404,478,457,474,370,262,94,70,1572,1433,3005,34,4
2022-01-11,425,460,502,483,513,330,256,83,42,1573,1521,3094,43,6
2022-01-12,452,553,851,765,760,496,294,126,86,2413,1970,4383,52,16
2022-01-13,476,563,759,707,699,478,291,101,88,2190,1972,4162,44,8
2022-01-14,454,666,1071,769,699,394,290,102,93,2461,2077,4538,49,15
2022-01-15,510,633,951,743,629,455,289,113,96,2360,2059,4419,22,7
2022-01-16,557,606,819,638,636,468,260,108,97,2149,2040,4189,29,3
2022-01-17,583,582,645,574,600,439,224,85,124,1935,1921,3856,23,0
2022-01-18,574,656,749,627,612,455,244,95,58,2091,1979,4070,45,1
2022-01-19,754,938,1113,925,984,585,307,106,92,2958,2846,5804,74,7
2022-01-20,735,1106,1433,991,1035,670,345,149,136,3368,3232,6600,28,7
2022-01-21,704,1170,1532,1097,1023,652,343,150,95,3506,3260,6766,21,9
2022-01-22,765,1248,1559,1085,1051,700,362,125,109,3489,3515,7004,28,0
2022-01-23,909,1365,1590,1131,1131,750,432,135,182,3849,3776,7625,11,2
2022-01-24,954,1326,1462,1109,1211,805,392,147,105,3783,3728,7511,25,2
2022-01-25,1168,1571,1708,1334,1358,821,383,135,92,4248,4322,8570,23,0
2022-01-26,1516,2422,2733,2046,2094,1199,607,211,177,6574,6431,13005,32,12
2022-01-27,1653,2809,3283,2081,2227,1335,653,241,232,7184,7330,14514,34,4
2022-01-28,1679,2938,3859,2326,2489,1511,787,281,221,7827,8264,16091,24,5
2022-01-29,1916,3229,4022,2568,2660,1734,844,299,237,8633,8876,17509,34,0
2022-01-30,1931,3233,3824,2614,2703,1737,929,335,216,8794,8728,17522,20,9
2022-01-31,1998,3254,3517,2571,2663,1670,889,309,204,8445,8630,17075,23,3
2022-02-01,2314,3472,3729,2592,2919,1848,945,305,210,9203,9131,18334,17,5
2022-02-02,2415,3675,4052,2947,3316,2137,1069,394,263,10037,10231,20268,15,6
2022-02-03,2704,3911,4701,3512,3837,2406,1181,393,260,11073,11832,22905,25,1
2022-02-04,2887,4371,5919,4158,4611,2972,1558,579,380,13399,14036,27435,24,18
2022-02-05,3750,5431,7766,5515,5791,3853,2541,1036,653,17338,18998,36336,22,30
2022-02-06,4007,5875,7872,5678,6162,4317,2814,1285,677,18444,20243,38687,15,32
2022-02-07,3540,5235,7246,5200,5640,4103,2478,1128,710,17016,18264,35280,13,24
2022-02-08,3766,5479,7634,5340,5885,4347,2544,1049,669,17852,18861,36713,36,18
2022-02-09,4948,7509,10706,7275,7574,5602,3429,1458,1044,24165,25380,49545,21,26
2022-02-10,5703,8546,11855,7902,8089,6015,3462,1548,997,26308,27809,54117,20,10
2022-02-11,5632,8374,11803,8177,8114,5722,3587,1392,1115,26507,27409,53916,49,30
2022-02-12,6028,8887,11682,8020,8185,5805,3752,1472,1105,26826,28110,54936,33,22
2022-02-13,6592,9263,11437,7965,8438,5871,3886,1641,1317,27538,28872,56410,36,32
2022-02-14,6896,9189,10109,7773,8528,5918,3706,1456,986,26600,27961,54561,21,16
2022-02-15,8052,9502,9953,8507,8993,6184,3706,1326,943,28145,29021,57166,61,3
2022-02-16,12582,14165,15555,13564,14528,9760,6204,2418,1662,44217,46221,90438,39,46
2022-02-17,13190,14796,15720,14165,15197,9883,6138,2334,1702,44594,48531,93125,36,15
2022-02-18,14126,16631,19332,17407,18256,11792,7617,2769,1884,52871,56943,109814,45,64
2022-02-19,13017,15425,17790,15461,16460,11308,7769,2896,2074,48891,53309,102200,71,42
2022-02-20,14399,15557,17319,15431,16615,11740,8372,3233,2157,50125,54698,104823,51,39
2022-02-21,13543,13794,14677,14042,15608,11221,7795,2899,1776,45679,49676,95355,45,29
2022-02-22,15340,14038,14952,15603,16713,11095,7322,2661,1838,48287,51275,99562,58,51
2022-02-23,24779,21980,26968,27270,28650,19727,13629,5109,3337,82737,88712,171449,99,124
2022-02-24,24425,22988,26028,27119,28040,18999,13591,5235,3579,80967,89037,170004,82,99
2022-02-25,21736,22041,26529,26664,27584,18509,13924,5285,3613,78746,87139,165885,94,150
2022-02-26,20951,21319,26589,25741,27097,19889,14841,5914,3854,78404,87791,166195,112,107
